ID	Cusps	OPC
1383	1	8.500000
1384	9	78.875000
1385	1	10.500000
1386	1	10.250000
1387	0	8.250000
1388	0	10.500000
1389	0	2.500000
1390	1	10.500000
1391	0	11.750000
1392	3	62.750000
1393	0	11.500000
1394	0	12.000000
1395	1	9.875000
1396	0	11.000000
1397	0	11.500000
1398	0	12.000000
1399	1	9.000000
1400	0	8.250000
1401	8	339.875000
1402	1	8.500000
1403	1	12.750000
1404	0	10.500000
1405	1	8.500000
1406	0	12.000000
1407	5	62.500000
1408	1	18.750000
1409	1	11.750000
1410	0	11.500000
1411	1	9.375000
1412	1	8.500000
1413	27	190.125000
1414	0	10.250000
1415	0	10.500000
1416	0	4.500000
1417	0	11.500000
1418	1	8.500000
1419	0	9.500000
1420	0	11.000000
1421	1	10.500000
1422	0	10.500000
1423	0	2.250000
1424	0	10.500000
1425	0	9.000000
1426	0	11.500000
1427	7	72.250000
1428	1	9.750000
1429	1	130.000000
1430	1	21.250000
1431	1	20.000000
1432	1	10.500000
1433	0	2.250000
1434	0	10.000000
1435	1	30.000000
1436	0	11.500000
1437	1	9.500000
1438	1	12.750000
1439	0	8.375000
1440	0	9.500000
1441	3	44.125000
1442	1	10.375000
1443	22	230.500000
1444	1	10.375000
1445	1	10.500000
1446	1	9.000000
1447	1	10.500000
1448	1	41.875000
1449	0	8.500000
1450	1	10.250000
1451	0	8.375000
1452	1	10.250000
1453	0	10.000000
1454	0	11.750000
1455	1	11.000000
1456	0	10.750000
1457	0	10.000000
1458	1	11.000000
1459	1	56.750000
1460	0	9.000000
1461	0	3.750000
1462	1	11.500000
1463	1	8.750000
1464	1	12.000000
1465	0	4.500000
1467	0	8.500000
1468	1	21.750000
1469	1	10.750000
1470	10	137.125000
1471	0	4.500000
1472	8	145.000000
1473	1	10.250000
1474	1	10.500000
1475	1	8.500000
1476	1	10.500000
1477	15	171.000000
1478	1	17.500000
1479	0	5.500000
1480	1	10.500000
1481	0	8.500000
1482	4	82.000000
1483	1	13.250000
1484	0	9.000000
1485	0	7.250000
1486	0	9.500000
1487	1	10.750000
1488	1	10.250000
1489	1	13.750000
1490	0	9.500000
1491	0	12.000000
1492	2	25.000000
1493	1	10.500000
1494	1	15.250000
1495	1	9.250000
1496	0	12.000000
1497	1	9.500000
1498	0	8.500000
